trade_id,fold,timestamp_entry,timestamp_exit,direction,regime,setup,alpha_proba,meta_proba,approved_risk,actual_risk_percent,risk_amount,lot_size,entry_price,sl_price,tp_price,exit_price,exit_reason,r_gross,r_net,pnl_gross,pnl_net,commission,total_cost,monetary_loss_at_sl,equity_before,equity_after,daily_dd_before,total_dd_before,decision_id
t06_00065,6,2026-01-23 01:00:00+00:00,2026-01-23 03:00:00+00:00,SHORT,,LIQUIDITY_SWEEP,0.346309,0.708521,0.003,0.002864,308.1,0.03,4946.8358,5044.8825,4750.7422,4953.545,TIMEOUT,-0.065329,-0.078654,-20.13,-24.23,0.21,4.11,294.14,102700.36,102676.13,0.000236,0.000236,dec_20260711T124200788356
t06_00066,6,2026-01-28 08:00:00+00:00,2026-01-28 10:00:00+00:00,SHORT,,LIQUIDITY_SWEEP,0.427807,0.710476,0.003,0.002897,308.03,0.02,5260.6533,5409.3622,4963.2354,5293.66,TIMEOUT,-0.214309,-0.223486,-66.01,-68.84,0.14,2.83,297.42,102676.13,102607.29,0.00067,0.000906,dec_20260711T124201070800
t06_00067,6,2026-01-28 19:00:00+00:00,2026-01-28 21:00:00+00:00,SHORT,,LIQUIDITY_SWEEP,0.263167,0.680245,0.0016,0.001215,164.17,0.01,5299.1033,5423.7686,5049.7725,5325.51,TIMEOUT,-0.16085,-0.169155,-26.41,-27.77,0.07,1.36,124.67,102607.29,102579.52,0.000941,0.001177,dec_20260711T124201107569
t06_00068,6,2026-02-19 08:00:00+00:00,2026-02-19 10:00:00+00:00,LONG,,CONTINUATION,0.871948,0.869081,0.0007,0.000646,71.81,0.01,4997.6493,4931.4034,5130.141,5017.105,TIMEOUT,0.270934,0.249788,19.46,17.94,0.07,1.52,66.25,102579.52,102597.46,0.0,0.001002,dec_20260711T124202509050
t06_00069,6,2026-02-20 08:00:00+00:00,2026-02-20 10:00:00+00:00,LONG,,CONTINUATION,0.737051,0.660103,0.003,0.002812,307.79,0.04,5012.7968,4940.6798,5157.0307,5028.92,TIMEOUT,0.209536,0.189866,64.49,58.44,0.28,6.05,288.47,102597.46,102655.9,0.0,0.000433,dec_20260711T124202596832
t06_00070,6,2026-02-23 22:00:00+00:00,2026-02-24 01:00:00+00:00,LONG,,CONTINUATION,0.75057,0.783485,0.003,0.002865,307.97,0.03,5216.5643,5118.5262,5412.6403,5235.6925,TIMEOUT,0.186332,0.168423,57.38,51.87,0.21,5.52,294.11,102655.9,102707.77,0.0,0.0,dec_20260711T124202750408
t06_00071,6,2026-02-25 06:00:00+00:00,2026-02-25 08:00:00+00:00,LONG,,CONTINUATION,0.864375,0.914005,0.0025,0.001977,256.77,0.02,5183.0017,5081.48,5386.0453,5194.67,TIMEOUT,0.090885,0.078551,23.34,20.17,0.14,3.17,203.04,102707.77,102727.93,0.0,0.0,dec_20260711T124202895621
t06_00072,6,2026-02-27 06:00:00+00:00,2026-02-27 08:00:00+00:00,LONG,,PULLBACK,0.773331,0.861704,0.0025,0.00242,256.82,0.03,5184.8817,5101.9969,5350.6514,5185.63,TIMEOUT,0.008741,-0.009874,2.24,-2.54,0.21,4.78,248.65,102727.93,102725.4,2.5e-05,2.5e-05,dec_20260711T124203105479
t06_00073,6,2026-03-06 18:00:00+00:00,2026-03-06 20:00:00+00:00,LONG,,CONTINUATION,0.85478,0.892598,0.0025,0.002162,256.81,0.02,5142.6793,5031.6126,5364.8125,5161.1,TIMEOUT,0.143458,0.130698,36.84,33.56,0.14,3.28,222.13,102725.4,102758.96,0.0,0.0,dec_20260711T124203649731
t06_00074,6,2026-03-09 20:00:00+00:00,2026-03-09 22:00:00+00:00,LONG,,PULLBACK,0.714347,0.809221,0.0025,0.002446,256.9,0.02,5105.5418,4979.8639,5356.8975,5141.065,TIMEOUT,0.276553,0.263992,71.05,67.82,0.14,3.23,251.36,102758.96,102826.78,0.0,0.0,dec_20260711T124203764544
t06_00075,6,2026-03-10 15:00:00+00:00,2026-03-10 17:00:00+00:00,LONG,,CONTINUATION,0.724294,0.662591,0.003,0.002157,308.48,0.02,5181.8342,5070.9173,5403.6682,5217.4015,TIMEOUT,0.230597,0.220233,71.13,67.94,0.14,3.2,221.83,102826.78,102894.72,0.0,0.0,dec_20260711T124203838478
t06_00076,6,2026-03-10 17:00:00+00:00,2026-03-10 19:00:00+00:00,LONG,,CONTINUATION,0.823621,0.701902,0.003,0.002141,308.68,0.02,5207.0143,5096.8878,5427.2671,5227.6125,TIMEOUT,0.13346,0.123103,41.2,38.0,0.14,3.2,220.25,102894.72,102932.72,0.0,0.0,dec_20260711T124203849468
t06_00077,6,2026-03-26 03:00:00+00:00,2026-03-26 05:00:00+00:00,SHORT,,CONTINUATION,0.349741,0.703129,0.0025,0.001395,257.33,0.01,4502.7823,4646.3774,4215.5919,4508.895,TIMEOUT,-0.023755,-0.030064,-6.11,-7.74,0.07,1.62,143.6,102932.72,102924.98,7.5e-05,7.5e-05,dec_20260711T124205081238
t06_00078,6,2026-03-27 16:00:00+00:00,2026-03-27 18:00:00+00:00,LONG,,CONTINUATION,0.877793,0.991774,0.0025,0.00155,257.31,0.01,4438.8517,4279.3134,4757.9285,4520.55,TIMEOUT,0.317509,0.311355,81.7,80.11,0.07,1.58,159.54,102924.98,103005.1,0.0,0.0,dec_20260711T124205214205
t06_00079,6,2026-03-27 17:00:00+00:00,2026-03-27 19:00:00+00:00,LONG,,CONTINUATION,0.752939,0.951115,0.0025,0.001644,257.51,0.01,4471.4317,4302.0984,4810.0985,4515.6943,TIMEOUT,0.171887,0.165737,44.26,42.68,0.07,1.58,169.33,103005.1,103047.78,0.0,0.0,dec_20260711T124205220208
t06_00080,6,2026-03-30 07:00:00+00:00,2026-03-30 09:00:00+00:00,LONG,,CONTINUATION,0.843806,0.974987,0.003,0.001658,309.14,0.01,4496.8867,4326.0262,4838.6078,4532.455,TIMEOUT,0.115055,0.109771,35.57,33.93,0.07,1.63,170.86,103047.78,103081.71,0.0,0.0,dec_20260711T124205253754
t06_00081,6,2026-03-30 08:00:00+00:00,2026-03-30 10:00:00+00:00,LONG,,CONTINUATION,0.714935,0.904233,0.003,0.001534,309.25,0.01,4497.7518,4339.6685,4813.9182,4527.37,TIMEOUT,0.095774,0.090525,29.62,27.99,0.07,1.62,158.08,103081.71,103109.71,0.0,0.0,dec_20260711T124205259831
t06_00082,6,2026-03-31 19:00:00+00:00,2026-03-31 21:00:00+00:00,LONG,,CONTINUATION,0.83815,0.970784,0.003,0.002631,309.33,0.02,4610.2843,4474.6526,4881.5475,4667.47,TIMEOUT,0.369739,0.359404,114.37,111.17,0.14,3.2,271.26,103109.71,103220.88,0.0,0.0,dec_20260711T124205348646
t06_00083,6,2026-03-31 21:00:00+00:00,2026-03-31 23:00:00+00:00,LONG,,CONTINUATION,0.71028,0.8542,0.003,0.002778,309.66,0.02,4655.3867,4512.001,4942.1582,4667.565,TIMEOUT,0.078656,0.068428,24.36,21.19,0.14,3.17,286.77,103220.88,103242.07,0.0,0.0,dec_20260711T124205360358
t06_00084,6,2026-04-06 06:00:00+00:00,2026-04-06 08:00:00+00:00,LONG,,CONTINUATION,0.78454,0.902016,0.0025,0.002393,258.11,0.02,4648.7368,4525.2128,4895.7846,4652.6025,TIMEOUT,0.029954,0.017529,7.73,4.52,0.14,3.21,247.05,103242.07,103246.6,0.0,0.0,dec_20260711T124205620126
t06_00085,6,2026-04-06 08:00:00+00:00,2026-04-06 10:00:00+00:00,LONG,,CONTINUATION,0.751447,0.903091,0.0025,0.002088,258.12,0.02,4659.9417,4552.1784,4875.4685,4684.755,TIMEOUT,0.192261,0.179837,49.63,46.42,0.14,3.21,215.53,103246.6,103293.02,0.0,0.0,dec_20260711T124205626225
t06_00086,6,2026-04-07 19:00:00+00:00,2026-04-07 21:00:00+00:00,LONG,,CONTINUATION,0.765546,0.767225,0.0025,0.002381,258.23,0.02,4656.3718,4533.4126,4902.29,4662.19,TIMEOUT,0.045063,0.033186,11.64,8.57,0.14,3.07,245.92,103293.02,103301.58,0.0,0.0,dec_20260711T124205721981
t06_00087,6,2026-04-07 20:00:00+00:00,2026-04-07 22:00:00+00:00,LONG,,CONTINUATION,0.871948,0.969095,0.0025,0.002466,258.25,0.02,4657.8917,4530.5367,4912.6017,4700.805,TIMEOUT,0.332339,0.320618,85.83,82.8,0.14,3.03,254.71,103301.58,103384.38,0.0,0.0,dec_20260711T124205728189
t06_00088,6,2026-04-09 17:00:00+00:00,2026-04-09 19:00:00+00:00,LONG,,CONTINUATION,0.826913,0.812438,0.0025,0.001788,258.46,0.02,4765.1792,4672.7637,4950.0103,4788.845,TIMEOUT,0.183129,0.171456,47.33,44.31,0.14,3.02,184.83,103384.38,103428.7,0.0,0.0,dec_20260711T124205915269
t06_00089,6,2026-04-14 01:00:00+00:00,2026-04-14 03:00:00+00:00,LONG,,CONTINUATION,0.891312,0.910092,0.0025,0.002269,258.57,0.03,4746.5467,4668.3239,4902.9925,4769.825,TIMEOUT,0.270081,0.250432,69.83,64.75,0.21,5.08,234.67,103428.7,103493.45,0.0,0.0,dec_20260711T124206172358
t06_00090,6,2026-04-14 02:00:00+00:00,2026-04-14 04:00:00+00:00,LONG,,CONTINUATION,0.808693,0.746106,0.0025,0.002287,258.73,0.03,4758.8768,4679.9723,4916.6857,4764.965,TIMEOUT,0.070594,0.050378,18.26,13.03,0.21,5.23,236.71,103493.45,103506.49,0.0,0.0,dec_20260711T124206178799
t06_00091,6,2026-04-14 08:00:00+00:00,2026-04-14 10:00:00+00:00,LONG,,CONTINUATION,0.860907,0.848292,0.0025,0.00202,258.77,0.03,4774.9518,4705.2585,4914.3382,4777.24,TIMEOUT,0.026528,0.008402,6.86,2.17,0.21,4.69,209.08,103506.49,103508.66,0.0,0.0,dec_20260711T124206213962
t06_00092,6,2026-04-17 16:00:00+00:00,2026-04-17 18:00:00+00:00,LONG,,CONTINUATION,0.821422,0.855211,0.0025,0.001996,258.77,0.02,4847.1368,4743.8505,5053.7093,4867.4,TIMEOUT,0.156612,0.14476,40.53,37.46,0.14,3.07,206.57,103508.66,103546.12,0.0,0.0,dec_20260711T124206537502
t06_00093,6,2026-04-20 23:00:00+00:00,2026-04-21 02:00:00+00:00,LONG,,CONTINUATION,0.795368,0.838334,0.0025,0.001953,258.87,0.03,4815.0517,4747.6378,4949.8796,4821.795,TIMEOUT,0.078146,0.058637,20.23,15.18,0.21,5.05,202.24,103546.12,103561.3,0.0,0.0,dec_20260711T124206693150
t06_00094,6,2026-04-30 09:00:00+00:00,2026-04-30 11:00:00+00:00,LONG,,CONTINUATION,0.917608,0.970957,0.0025,0.001813,258.9,0.02,4563.3568,4469.465,4751.1403,4616.42,TIMEOUT,0.409913,0.397835,106.13,103.0,0.14,3.13,187.78,103561.3,103664.3,0.0,0.0,dec_20260711T124207629464
t06_00095,6,2026-04-30 10:00:00+00:00,2026-04-30 12:00:00+00:00,LONG,,CONTINUATION,0.863242,0.907013,0.0025,0.001917,259.16,0.02,4590.3318,4490.9707,4789.0539,4625.23,TIMEOUT,0.269318,0.257484,69.8,66.73,0.14,3.07,198.72,103664.3,103731.03,0.0,0.0,dec_20260711T124207635997
t06_00096,6,2026-05-05 15:00:00+00:00,2026-05-05 17:00:00+00:00,LONG,,CONTINUATION,0.747897,0.716012,0.0025,0.002011,259.33,0.03,4563.5525,4494.0229,4702.6118,4582.38,TIMEOUT,0.217802,0.200044,56.48,51.88,0.21,4.6,208.59,103731.03,103782.91,0.0,0.0,dec_20260711T124207963237
t06_00097,6,2026-05-06 02:00:00+00:00,2026-05-06 04:00:00+00:00,LONG,,CONTINUATION,0.844282,0.92451,0.0025,0.002336,259.46,0.03,4574.0325,4493.2157,4735.6661,4626.085,TIMEOUT,0.601856,0.58087,156.16,150.71,0.21,5.44,242.45,103782.91,103933.62,0.0,0.0,dec_20260711T124208024695
t06_00098,6,2026-05-06 03:00:00+00:00,2026-05-06 05:00:00+00:00,LONG,,CONTINUATION,0.881788,0.938452,0.0025,0.001718,259.83,0.02,4594.8,4505.5105,4773.3789,4640.83,TIMEOUT,0.354309,0.342224,92.06,88.92,0.14,3.14,178.58,103933.62,104022.54,0.0,0.0,dec_20260711T124208031237
t06_00099,6,2026-05-07 02:00:00+00:00,2026-05-07 04:00:00+00:00,LONG,,CONTINUATION,0.830675,0.834295,0.003,0.002297,312.07,0.03,4695.76,4616.1152,4855.0496,4714.715,TIMEOUT,0.182219,0.164723,56.86,51.4,0.21,5.46,238.93,104022.54,104073.94,0.0,0.0,dec_20260711T124208037895
t06_00100,6,2026-05-07 03:00:00+00:00,2026-05-07 05:00:00+00:00,LONG,,CONTINUATION,0.784677,0.775631,0.003,0.002916,312.22,0.04,4699.7225,4623.8407,4851.4861,4707.23,TIMEOUT,0.096182,0.076004,30.03,23.73,0.28,6.3,303.53,104073.94,104097.67,0.0,0.0,dec_20260711T124208044643
t06_00101,6,2026-05-08 14:00:00+00:00,2026-05-08 16:00:00+00:00,LONG,,CONTINUATION,0.750006,0.892632,0.003,0.002281,312.29,0.03,4720.6825,4641.5198,4879.0079,4747.985,TIMEOUT,0.26228,0.247534,81.91,77.3,0.21,4.6,237.49,104097.67,104174.98,0.0,0.0,dec_20260711T124208106651
t06_00102,6,2026-05-11 23:00:00+00:00,2026-05-12 02:00:00+00:00,LONG,,CONTINUATION,0.808359,0.75223,0.0025,0.001862,260.44,0.02,4734.5325,4637.5621,4928.4732,4767.395,TIMEOUT,0.252361,0.239422,65.73,62.36,0.14,3.37,193.94,104174.98,104237.33,0.0,0.0,dec_20260711T124208281148
t06_00103,6,2026-05-12 01:00:00+00:00,2026-05-12 03:00:00+00:00,LONG,,CONTINUATION,0.892284,0.908165,0.0025,0.001892,260.59,0.02,4738.9075,4640.3141,4936.0943,4749.31,TIMEOUT,0.079838,0.066829,20.81,17.42,0.14,3.39,197.19,104237.33,104254.75,0.0,0.0,dec_20260711T124208287913
t06_00104,6,2026-05-18 23:00:00+00:00,2026-05-19 02:00:00+00:00,LONG,,CONTINUATION,0.683558,0.722908,0.0025,0.002458,260.64,0.03,4559.5875,4474.1755,4730.4114,4581.775,TIMEOUT,0.255381,0.235986,66.56,61.51,0.21,5.05,256.24,104254.75,104316.25,0.0,0.0,dec_20260711T124208909398
t06_00105,6,2026-05-19 01:00:00+00:00,2026-05-19 03:00:00+00:00,LONG,,CONTINUATION,0.883411,0.885062,0.0025,0.001668,260.79,0.02,4568.9775,4481.9904,4742.9518,4563.33,TIMEOUT,-0.043311,-0.05631,-11.3,-14.69,0.14,3.39,173.97,104316.25,104301.57,0.000141,0.000141,dec_20260711T124208916107
t06_00106,6,2026-05-27 01:00:00+00:00,2026-05-27 03:00:00+00:00,LONG,,FAIR_VALUE_GAP,0.832491,0.886293,0.003,0.002453,312.9,0.04,4505.05,4441.0866,4632.9768,4515.09,TIMEOUT,0.128348,0.107638,40.16,33.68,0.28,6.48,255.85,104301.57,104335.25,0.0,0.0,dec_20260711T124209676452
t06_00107,6,2026-05-29 08:00:00+00:00,2026-05-29 10:00:00+00:00,LONG,,CONTINUATION,0.550149,0.688198,0.003,0.002742,313.01,0.04,4514.875,4443.3445,4657.9361,4524.77,TIMEOUT,0.12645,0.107153,39.58,33.54,0.28,6.04,286.12,104335.25,104368.79,0.0,0.0,dec_20260711T124209984618
t06_00108,6,2026-05-29 17:00:00+00:00,2026-05-29 19:00:00+00:00,LONG,,CONTINUATION,0.880918,0.833479,0.003,0.002395,313.11,0.03,4537.6175,4454.31,4704.2325,4566.9,TIMEOUT,0.280564,0.266336,87.85,83.39,0.21,4.46,249.92,104368.79,104452.18,0.0,0.0,dec_20260711T124210036181
t06_00109,6,2026-06-02 08:00:00+00:00,2026-06-02 10:00:00+00:00,LONG,,CONTINUATION,0.866802,0.814987,0.0025,0.002226,261.13,0.03,4518.0725,4440.5546,4673.1082,4535.045,TIMEOUT,0.194989,0.177929,50.92,46.46,0.21,4.46,232.55,104452.18,104498.64,0.0,0.0,dec_20260711T124210225218
t06_00110,6,2026-06-04 13:00:00+00:00,2026-06-04 15:00:00+00:00,LONG,,CONTINUATION,0.83992,0.937149,0.0025,0.002329,261.25,0.03,4471.005,4389.8952,4633.2246,4504.1375,TIMEOUT,0.380469,0.363474,99.4,94.96,0.21,4.44,243.33,104498.64,104593.6,0.0,0.0,dec_20260711T124210525240
t06_00111,6,2026-06-04 14:00:00+00:00,2026-06-04 16:00:00+00:00,LONG,,CONTINUATION,0.842286,0.921431,0.0025,0.002439,261.48,0.03,4474.4125,4389.3623,4644.5129,4495.805,TIMEOUT,0.245439,0.228402,64.18,59.72,0.21,4.46,255.15,104593.6,104653.32,0.0,0.0,dec_20260711T124210532311
t06_00112,6,2026-06-09 14:00:00+00:00,2026-06-09 14:00:00+00:00,LONG,,CONTINUATION,0.739776,0.733725,0.0025,0.002247,261.63,0.04,4339.8125,4281.0202,4457.3971,4281.0202,SL_HIT,-0.898862,-0.921107,-235.17,-240.99,0.28,5.82,235.17,104653.32,104412.33,0.002303,0.002303,dec_20260711T124210860654
t06_00113,6,2026-06-11 19:00:00+00:00,2026-06-11 21:00:00+00:00,LONG,,PULLBACK,0.931614,0.985281,0.0025,0.002261,261.03,0.02,4089.645,3971.627,4325.6811,4161.85,TIMEOUT,0.553231,0.541968,144.41,141.47,0.14,2.94,236.04,104412.33,104553.8,0.0,0.000951,dec_20260711T124211150247
t06_00114,6,2026-06-11 21:00:00+00:00,2026-06-11 23:00:00+00:00,LONG,,CONTINUATION,0.811841,0.991459,0.0025,0.00146,261.38,0.01,4152.5125,3999.8998,4457.7379,4212.23,TIMEOUT,0.22847,0.222903,59.72,58.26,0.07,1.46,152.61,104553.8,104612.07,0.0,0.000394,dec_20260711T124211164387
